1.00000000,0.99957254,0.02556116,-0.01419017
1.00000000,0.99957166,0.02571697,-0.01396871
1.00000000,0.99957830,0.02545061,-0.01398168
1.00000000,0.99957741,0.02553286,-0.01389489
1.00000000,0.99957604,0.02555809,-0.01394734
1.00000000,0.99957858,0.02549986,-0.01387155
1.00000000,0.99957290,0.02562316,-0.01405276
1.00000000,0.99957711,0.02561198,-0.01377083
1.00000000,0.99957837,0.02552614,-0.01383826
1.00000000,0.99957285,0.02567333,-0.01396418
1.00000000,0.99957262,0.02569901,-0.01393300
1.00000000,0.99958000,0.02546268,-0.01383731
1.00000000,0.99957775,0.02559200,-0.01376144
1.00000000,0.99957691,0.02544778,-0.01408574
1.00000000,0.99957180,0.02577115,-0.01385894
1.00000000,0.99957000,0.02573730,-0.01405032
1.00000000,0.99957812,0.02540980,-0.01406833
1.00000000,0.99957347,0.02551713,-0.01420434
1.00000000,0.99957999,0.02534182,-0.01405857
1.00000000,0.99956882,0.02578775,-0.01404184
1.00000000,0.99957796,0.02555550,-0.01381359
1.00000000,0.99957972,0.02534501,-0.01407147
1.00000000,0.99957954,0.02543199,-0.01392669
1.00000000,0.99957994,0.02544910,-0.01386686
1.00000000,0.99957822,0.02548059,-0.01393308
1.00000000,0.99957627,0.02551493,-0.01400959
1.00000000,0.99957657,0.02552501,-0.01396955
1.00000000,0.99958094,0.02531592,-0.01403721
1.00000000,0.99956997,0.02571417,-0.01409465
1.00000000,0.99957868,0.02530803,-0.01421165
1.00000000,0.99957259,0.02573565,-0.01386762
1.00000000,0.99957341,0.02560502,-0.01404919
1.00000000,0.99957622,0.02554966,-0.01394955
1.00000000,0.99957492,0.02545798,-0.01420828
1.00000000,0.99957030,0.02570355,-0.01409050
1.00000000,0.99957792,0.02543584,-0.01403570
1.00000000,0.99957993,0.02547374,-0.01382226
1.00000000,0.99957606,0.02553455,-0.01398914
1.00000000,0.99957976,0.02531455,-0.01412388
1.00000000,0.99957488,0.02563368,-0.01389145
1.00000000,0.99957374,0.02567561,-0.01389613
1.00000000,0.99958125,0.02532419,-0.01400056
1.00000000,0.99957863,0.02557130,-0.01373574
1.00000000,0.99957635,0.02545834,-0.01410636
1.00000000,0.99957579,0.02557550,-0.01393316
1.00000000,0.99957739,0.02544357,-0.01405937
1.00000000,0.99957389,0.02558751,-0.01404730
1.00000000,0.99957959,0.02543923,-0.01390986
1.00000000,0.99957422,0.02551419,-0.01415678
1.00000000,0.99957776,0.02543687,-0.01404499
1.00000000,0.99957236,0.02567666,-0.01399286
1.00000000,0.99957371,0.02565704,-0.01393216
1.00000000,0.99958157,0.02535453,-0.01392208
1.00000000,0.99957239,0.02576938,-0.01381960
1.00000000,0.99957674,0.02557181,-0.01387171
1.00000000,0.99957871,0.02550074,-0.01386036
1.00000000,0.99957281,0.02568928,-0.01393749
1.00000000,0.99957208,0.02572600,-0.01392217
1.00000000,0.99957246,0.02558657,-0.01415017
1.00000000,0.99958045,0.02535063,-0.01400976
1.00000000,0.99957278,0.02564778,-0.01401621
1.00000000,0.99957331,0.02564613,-0.01398129
1.00000000,0.99957359,0.02571377,-0.01383651
1.00000000,0.99956987,0.02576744,-0.01400411
1.00000000,0.99957207,0.02573860,-0.01389961
1.00000000,0.99958119,0.02545462,-0.01376627
1.00000000,0.99957712,0.02561508,-0.01376382
1.00000000,0.99957792,0.02537226,-0.01415023
1.00000000,0.99957434,0.02570664,-0.01379534
1.00000000,0.99957462,0.02573910,-0.01371439
1.00000000,0.99957731,0.02545698,-0.01404107
1.00000000,0.99957973,0.02545241,-0.01387605
1.00000000,0.99957767,0.02551240,-0.01391380
1.00000000,0.99956963,0.02577647,-0.01400457
1.00000000,0.99957516,0.02555270,-0.01402021
1.00000000,0.99957775,0.02546812,-0.01398941
1.00000000,0.99957864,0.02547202,-0.01391836
1.00000000,0.99957783,0.02543925,-0.01403598
1.00000000,0.99958045,0.02548703,-0.01375978
1.00000000,0.99957470,0.02555994,-0.01403957
1.00000000,0.99957830,0.02556574,-0.01377019
1.00000000,0.99956908,0.02581496,-0.01397262
1.00000000,0.99957590,0.02565268,-0.01378249
1.00000000,0.99957235,0.02559360,-0.01414545
1.00000000,0.99957173,0.02573660,-0.01392772
1.00000000,0.99957398,0.02569967,-0.01383456
1.00000000,0.99957719,0.02551396,-0.01394547
1.00000000,0.99957171,0.02565676,-0.01407547
1.00000000,0.99957200,0.02576022,-0.01386430
1.00000000,0.99958086,0.02544850,-0.01380116
1.00000000,0.99957940,0.02550848,-0.01379645
1.00000000,0.99957199,0.02571931,-0.01394120
1.00000000,0.99958162,0.02542939,-0.01378145
1.00000000,0.99957086,0.02579072,-0.01389001
1.00000000,0.99957425,0.02572475,-0.01376778
1.00000000,0.99957094,0.02571784,-0.01401882
1.00000000,0.99957486,0.02560874,-0.01393898
1.00000000,0.99957575,0.02551108,-0.01405384
1.00000000,0.99957191,0.02567451,-0.01402892
1.00000000,0.99957520,0.02557538,-0.01397550
1.00000000,0.99957477,0.02560390,-0.01395446
1.00000000,0.99957569,0.02556814,-0.01395388
1.00000000,0.99957085,0.02570913,-0.01404100
1.00000000,0.99957766,0.02554431,-0.01385568
1.00000000,0.99957180,0.02578429,-0.01383417
1.00000000,0.99958011,0.02537733,-0.01398571
1.00000000,0.99957516,0.02563899,-0.01386126
1.00000000,0.99957845,0.02550224,-0.01387670
1.00000000,0.99957166,0.02563956,-0.01411031
1.00000000,0.99958079,0.02541850,-0.01386193
1.00000000,0.99957452,0.02551989,-0.01412481
1.00000000,0.99957790,0.02533252,-0.01422248
1.00000000,0.99957203,0.02577156,-0.01384128
1.00000000,0.99957587,0.02547028,-0.01411912
1.00000000,0.99957679,0.02550787,-0.01398537
1.00000000,0.99957296,0.02579687,-0.01372639
1.00000000,0.99957017,0.02568111,-0.01414036
1.00000000,0.99957194,0.02555007,-0.01425205
1.00000000,0.99957970,0.02543716,-0.01390566
1.00000000,0.99957215,0.02560756,-0.01413366
1.00000000,0.99957414,0.02558807,-0.01402809
1.00000000,0.99957492,0.02558458,-0.01397887
1.00000000,0.99957598,0.02554073,-0.01398351
1.00000000,0.99957253,0.02561583,-0.01409188
1.00000000,0.99957278,0.02584140,-0.01365579
1.00000000,0.99957730,0.02561669,-0.01374774
1.00000000,0.99957154,0.02565723,-0.01408697
1.00000000,0.99957145,0.02559777,-0.01420082
1.00000000,0.99957139,0.02568331,-0.01404988
1.00000000,0.99957251,0.02564705,-0.01403669
1.00000000,0.99957977,0.02549080,-0.01380194
1.00000000,0.99957518,0.02557542,-0.01397706
1.00000000,0.99957081,0.02568163,-0.01409414
1.00000000,0.99957221,0.02570978,-0.01394292
1.00000000,0.99957616,0.02557343,-0.01391013
1.00000000,0.99957306,0.02568852,-0.01392106
1.00000000,0.99957353,0.02570327,-0.01386001
1.00000000,0.99957499,0.02566623,-0.01382317
1.00000000,0.99958007,0.02550538,-0.01375346
1.00000000,0.99957637,0.02558062,-0.01388219
1.00000000,0.99957242,0.02559393,-0.01413987
1.00000000,0.99957089,0.02577102,-0.01392454
1.00000000,0.99958188,0.02530480,-0.01399058
1.00000000,0.99957315,0.02577044,-0.01376260
1.00000000,0.99957272,0.02579211,-0.01375270
1.00000000,0.99957455,0.02562197,-0.01393688
1.00000000,0.99957573,0.02552402,-0.01403132
1.00000000,0.99958147,0.02532959,-0.01397465
1.00000000,0.99958011,0.02546689,-0.01382209
1.00000000,0.99958155,0.02538504,-0.01386802
1.00000000,0.99957197,0.02572847,-0.01392566
1.00000000,0.99957565,0.02560042,-0.01389731
1.00000000,0.99957908,0.02554658,-0.01374919
1.00000000,0.99957705,0.02555917,-0.01387267
1.00000000,0.99957573,0.02557707,-0.01393436
1.00000000,0.99958190,0.02535224,-0.01390273
1.00000000,0.99957002,0.02583626,-0.01386580
1.00000000,0.99957926,0.02545469,-0.01390513
1.00000000,0.99957926,0.02545808,-0.01389895
1.00000000,0.99958111,0.02546139,-0.01375921
1.00000000,0.99957398,0.02561651,-0.01398752
1.00000000,0.99957531,0.02546211,-0.01417299
1.00000000,0.99957960,0.02547051,-0.01385191
1.00000000,0.99957465,0.02570989,-0.01376667
1.00000000,0.99956949,0.02577637,-0.01401448
1.00000000,0.99957489,0.02557027,-0.01400703
1.00000000,0.99957164,0.02572417,-0.01395706
1.00000000,0.99957455,0.02572355,-0.01374815
1.00000000,0.99957070,0.02578379,-0.01391449
1.00000000,0.99958095,0.02547280,-0.01374976
1.00000000,0.99957249,0.02578732,-0.01377887
1.00000000,0.99958028,0.02541812,-0.01389931
1.00000000,0.99957169,0.02574173,-0.01392135
1.00000000,0.99957403,0.02563612,-0.01394836
1.00000000,0.99957964,0.02545875,-0.01387043
1.00000000,0.99957859,0.02556154,-0.01375683
1.00000000,0.99957633,0.02542952,-0.01415963
1.00000000,0.99957374,0.02576800,-0.01372403
1.00000000,0.99957127,0.02578423,-0.01387295
1.00000000,0.99957229,0.02564531,-0.01405517
1.00000000,0.99957100,0.02574334,-0.01396753
1.00000000,0.99957187,0.02583410,-0.01373614
1.00000000,0.99957719,0.02558689,-0.01381131
1.00000000,0.99957452,0.02567717,-0.01383727
1.00000000,0.99957400,0.02561300,-0.01399284
1.00000000,0.99957320,0.02571506,-0.01386187
1.00000000,0.99957373,0.02553047,-0.01416182
1.00000000,0.99958106,0.02534280,-0.01398014
1.00000000,0.99957764,0.02548312,-0.01396986
1.00000000,0.99957919,0.02552782,-0.01377599
1.00000000,0.99957833,0.02561456,-0.01367719
1.00000000,0.99957500,0.02567832,-0.01380021
1.00000000,0.99957854,0.02538371,-0.01408564
1.00000000,0.99957195,0.02569719,-0.01398480
1.00000000,0.99957762,0.02553835,-0.01386974
1.00000000,0.99957262,0.02575647,-0.01382680
1.00000000,0.99957604,0.02558342,-0.01390063
1.00000000,0.99957303,0.02572235,-0.01386041
1.00000000,0.99957368,0.02557231,-0.01408937
1.00000000,0.99957625,0.02542082,-0.01418097
1.00000000,0.99957192,0.02570443,-0.01397356
1.00000000,0.99957702,0.02549868,-0.01398579
1.00000000,0.99957165,0.02571306,-0.01397684
1.00000000,0.99957550,0.02554774,-0.01400489
1.00000000,0.99957934,0.02547153,-0.01386912
1.00000000,0.99957888,0.02552913,-0.01379617
1.00000000,0.99957962,0.02540149,-0.01397649
1.00000000,0.99957164,0.02573541,-0.01393620
1.00000000,0.99958037,0.02539020,-0.01394318
1.00000000,0.99957361,0.02560036,-0.01404325
1.00000000,0.99957718,0.02548473,-0.01399990
1.00000000,0.99957317,0.02566236,-0.01396139
1.00000000,0.99957222,0.02569415,-0.01397110
1.00000000,0.99957289,0.02551614,-0.01424631
1.00000000,0.99957378,0.02555841,-0.01410744
1.00000000,0.99957342,0.02562434,-0.01401341
1.00000000,0.99957247,0.02564322,-0.01404631
1.00000000,0.99957891,0.02540569,-0.01401973
1.00000000,0.99957897,0.02541608,-0.01399663
1.00000000,0.99957605,0.02557294,-0.01391923
1.00000000,0.99957219,0.02580662,-0.01376412
1.00000000,0.99957021,0.02581352,-0.01389463
1.00000000,0.99958279,0.02536391,-0.01381702
1.00000000,0.99957822,0.02541749,-0.01404727
1.00000000,0.99957734,0.02561205,-0.01375355
1.00000000,0.99957614,0.02561091,-0.01384308
1.00000000,0.99957104,0.02565975,-0.01411805
1.00000000,0.99957467,0.02551741,-0.01411850
1.00000000,0.99957447,0.02575219,-0.01370062
1.00000000,0.99958287,0.02538632,-0.01377047
1.00000000,0.99957086,0.02570137,-0.01405438
1.00000000,0.99957718,0.02548351,-0.01400200
1.00000000,0.99957649,0.02563144,-0.01377907
1.00000000,0.99957998,0.02541925,-0.01391877
1.00000000,0.99957362,0.02554555,-0.01414204
1.00000000,0.99958280,0.02532845,-0.01388123
1.00000000,0.99957918,0.02558837,-0.01366341
1.00000000,0.99957785,0.02545938,-0.01399777
1.00000000,0.99958196,0.02547296,-0.01367602
1.00000000,0.99957716,0.02551435,-0.01394720
1.00000000,0.99957716,0.02548646,-0.01399768
1.00000000,0.99957300,0.02568529,-0.01393136
1.00000000,0.99956998,0.02584753,-0.01384801
1.00000000,0.99957686,0.02551884,-0.01395994
1.00000000,0.99957499,0.02553792,-0.01405884
1.00000000,0.99957734,0.02537489,-0.01418627
1.00000000,0.99956978,0.02564706,-0.01422980
1.00000000,0.99957848,0.02546678,-0.01393901
1.00000000,0.99957065,0.02575250,-0.01397565
1.00000000,0.99957449,0.02561016,-0.01396298
