0.00000000,0.02923999,0.11861607,0.30372504,0.78503410
0.00000000,0.02926998,0.11871353,0.30383870,0.78420313
0.00000000,0.02904235,0.11792137,0.30248464,0.78525458
0.00000000,0.02907289,0.11798166,0.30232747,0.78295304
0.00000000,0.02912016,0.11819470,0.30297839,0.78530959
0.00000000,0.02903273,0.11787061,0.30231160,0.78476226
0.00000000,0.02922789,0.11856282,0.30355420,0.78413856
0.00000000,0.02908346,0.11803021,0.30246299,0.78309326
0.00000000,0.02903994,0.11787240,0.30216605,0.78322266
0.00000000,0.02922946,0.11856420,0.30352863,0.78381181
0.00000000,0.02923716,0.11858892,0.30357098,0.78396450
0.00000000,0.02898370,0.11766970,0.30176808,0.78285890
0.00000000,0.02906141,0.11794872,0.30230612,0.78320033
0.00000000,0.02909014,0.11806419,0.30260142,0.78408679
0.00000000,0.02926546,0.11869091,0.30376558,0.78400044
0.00000000,0.02932689,0.11892224,0.30426361,0.78464362
0.00000000,0.02904846,0.11793331,0.30246163,0.78502982
0.00000000,0.02920839,0.11851191,0.30357952,0.78544110
0.00000000,0.02898425,0.11769724,0.30197728,0.78449973
0.00000000,0.02936714,0.11905787,0.30448095,0.78451377
0.00000000,0.02905402,0.11793557,0.30235652,0.78387345
0.00000000,0.02899329,0.11773016,0.30203707,0.78441434
0.00000000,0.02899956,0.11770969,0.30174588,0.78197514
0.00000000,0.02898589,0.11768616,0.30185840,0.78356427
0.00000000,0.02904528,0.11792122,0.30242817,0.78480872
0.00000000,0.02911219,0.11814537,0.30277161,0.78433643
0.00000000,0.02910178,0.11809743,0.30259705,0.78318586
0.00000000,0.02895122,0.11755965,0.30160042,0.78326077
0.00000000,0.02932788,0.11896580,0.30457406,0.78673352
0.00000000,0.02902936,0.11785512,0.30225467,0.78441456
0.00000000,0.02923830,0.11860400,0.30366491,0.78460002
0.00000000,0.02921026,0.11850432,0.30348718,0.78476543
0.00000000,0.02911382,0.11814153,0.30269681,0.78352119
0.00000000,0.02915862,0.11833627,0.30326589,0.78556699
0.00000000,0.02931657,0.11892861,0.30452447,0.78692816
0.00000000,0.02905547,0.11793311,0.30231069,0.78356168
0.00000000,0.02898623,0.11766978,0.30172868,0.78268098
0.00000000,0.02911957,0.11816778,0.30278707,0.78403942
0.00000000,0.02899217,0.11773030,0.30206750,0.78479470
0.00000000,0.02915989,0.11831808,0.30308415,0.78390722
0.00000000,0.02919901,0.11845841,0.30335828,0.78418237
0.00000000,0.02894070,0.11751450,0.30147130,0.78281429
0.00000000,0.02903099,0.11783910,0.30209266,0.78304595
0.00000000,0.02910938,0.11814910,0.30285283,0.78495266
0.00000000,0.02912867,0.11822114,0.30298769,0.78467556
